location,city,state,startmonth,finishmonth,startdate,finishdate,year,lat,lon,tournament_link
apalachicola river,port st. joe,florida,May,May,8,8,2005,29.8118757,-85.30297399999999,https://www.bassmaster.com/tournaments/bassmaster-series-panhandle-3-bo
lake guntersville,scottsboro,alabama,June,June,21,24,2019,34.6723069,-86.03414629999999,https://www.bassmaster.com/tournaments/2019-bassmaster-elite-guntersville
lay lake,birmingham,alabama,February,February,19,21,2010,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/2010-bassmaster-classic
lake fork,emory,texas,May,May,2,6,2019,32.874566,-95.7655183,https://www.bassmaster.com/tournaments/2019-toyota-bassmaster-texas-fest-benefiting-texas-parks-wildlife-department
winyah bay,georgetown,south carolina,April,April,11,14,2019,33.376834,-79.2944964,https://www.bassmaster.com/tournaments/2019-bassmaster-elite-winyah-bay
lake hartwell,anderson,south carolina,April,April,4,7,2019,34.5034394,-82.6501332,https://www.bassmaster.com/tournaments/2019-bassmaster-elite-lake-hartwell
lake lanier,gwinnett,georgia,February,February,14,17,2019,33.9190653,-84.01674229999999,https://www.bassmaster.com/tournaments/2019-bassmaster-elite-lake-lanier
st. johns river,palatka,florida,February,February,7,10,2019,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/2019-bassmaster-elite-st-johns-river
lake st. clair,macomb county,michigan,August,August,24,27,2017,42.7168759,-82.82097399999999,https://www.bassmaster.com/tournaments/bassmaster-elite-st-clair
lake champlain,plattsburgh,new york,July,July,27,30,2017,44.6994873,-73.4529124,https://www.bassmaster.com/tournaments/bassmaster-elite-champlain
st. lawrence river,waddington,new york,July,July,20,23,2017,44.8644999,-75.20410190000001,https://www.bassmaster.com/tournaments/bassmaster-elite-st-lawrence
lake dardanelle,russellville,arkansas,June,June,2,5,2017,35.2784173,-93.1337856,https://www.bassmaster.com/tournaments/bassmaster-elite-dardanelle
lake sam rayburn,lufkin,texas,May,May,17,21,2017,31.3382406,-94.729097,https://www.bassmaster.com/tournaments/toyota-bassmaster-texas-fest-benefitting-texas-parks-wildlife
st. lawrence river,waddington,new york,August,August,23,26,2018,44.8644999,-75.20410190000001,https://www.bassmaster.com/tournaments/2018-stlawrence-elite
lake oahe,pierre,south dakota,June,July,29,2,2018,44.36678759999999,-100.3537522,https://www.bassmaster.com/tournaments/2018-bassmaster-elite-lake-oahe
lake travis,jonestown,texas,May,May,17,20,2018,30.4954748,-97.9233468,https://www.bassmaster.com/tournaments/2018-toyota-bassmaster-texas-fest-benefiting-texas-parks-and-wildlife-department
sabine river,orange,texas,June,June,7,10,2018,30.0929879,-93.7365549,https://www.bassmaster.com/tournaments/2018-bassmaster-elite-sabine-river
mississippi river,la crosse,wisconsin,June,June,21,24,2018,43.8137751,-91.25190169999999,https://www.bassmaster.com/tournaments/2018-bassmaster-elite-mississippi-river
kentucky lake,paris,tennessee,May,May,4,7,2018,36.3020023,-88.32671069999999,https://www.bassmaster.com/tournaments/2018-bassmaster-elite-kentucky-lake
grand lake o' the cherokees,grove,oklahoma,April,April,26,29,2018,36.5936863,-94.76911860000001,https://www.bassmaster.com/tournaments/2018-bassmaster-elite-grand-lake
lake martin,alexander city,alabama,February,February,8,11,2018,32.944012,-85.9538532,https://www.bassmaster.com/tournaments/2018-bassmaster-elite-lake-martin
toledo bend reservoir,many,louisiana,April,April,6,9,2017,31.5687848,-93.4840645,https://www.bassmaster.com/tournaments/bassmaster-elite-toledo-bend-econo-lodge
ross barnett reservoir,ridgeland,mississippi,April,July,27,15,2017,32.4284761,-90.1323087,https://www.bassmaster.com/tournaments/bassmaster-elite-ross-barnett
mille lacs lake,onamia,minnesota,September,September,14,17,2017,46.07051509999999,-93.6677455,https://www.bassmaster.com/tournaments/2017-toyota-bassmaster-angler-year-championship
lake chatuge,hiawassee,georgia,September,September,20,23,2018,34.9492586,-83.7573948,https://www.bassmaster.com/tournaments/2018-toyota-bassmaster-angler-year-championship
lake conroe,houston,texas,March,March,24,26,2017,29.7604267,-95.3698028,https://www.bassmaster.com/tournaments/2017-geico-bassmaster-classic
lake okeechobee,okeechobee,florida,February,February,23,26,2017,27.2439349,-80.82978279999999,https://www.bassmaster.com/tournaments/bassmaster-elite-lake-okeechobee
grand lake o' the cherokees,tulsa,oklahoma,March,March,4,6,2016,36.1539816,-95.99277500000001,https://www.bassmaster.com/tournaments/2016-geico-bassmaster-classic
cherokee lake,knoxville and jefferson county,tennessee,February,February,9,12,2017,36.1065446,-83.5190647,https://www.bassmaster.com/tournaments/bassmaster-elite-lake-cherokee
delaware river,philadelphia,pennsylvania,August,August,7,10,2014,39.9525839,-75.1652215,https://www.bassmaster.com/tournaments/bassmaster-elite-series-delaware-river
cayuga lake,union springs,new york,August,August,21,24,2014,42.8397906,-76.6932818,https://www.bassmaster.com/tournaments/bassmaster-elite-series-cayuga-lake
toledo bend reservoir,many,louisiana,May,May,1,4,2014,31.5687848,-93.4840645,https://www.bassmaster.com/tournaments/evan-williams-bourbon-bassmaster-elite-toledo-bend
chickamauga lake,dayton,tennessee,June,June,11,15,2014,35.4939587,-85.01245349999999,https://www.bassmaster.com/tournaments/bassmaster-bassfest-chickamauga-lake
lake dardanelle,russellville,arkansas,May,May,15,18,2014,35.2784173,-93.1337856,https://www.bassmaster.com/tournaments/bassmaster-elite-lake-dardanelle
st. johns river,palatka,florida,March,March,20,23,2014,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/bassmaster-elite-st-johns-river
table rock lake,branson,missouri,April,April,3,6,2014,36.6436731,-93.21851439999999,https://www.bassmaster.com/tournaments/are-truck-caps-bassmaster-elite-table-rock-lake
lake guntersville,birmingham,alabama,February,February,21,23,2014,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/2014-bassmaster-classic
lake seminole,bainbridge,georgia,March,March,13,16,2014,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/bassmaster-elite-series-lake-seminole
lake st. clair/detroit river,detroit,michigan,August,August,22,25,2013,42.331427,-83.0457538,https://www.bassmaster.com/tournaments/2013-elite-series-lake-st-clair-championship
lake michigan,green bay,wisconsin,June,July,28,1,2012,44.5133188,-88.0132958,https://www.bassmaster.com/tournaments/2012-elite-series-mystery-lake
mississippi river,la crosse,wisconsin,June,June,21,24,2012,43.8137751,-91.25190169999999,https://www.bassmaster.com/tournaments/mississippi-river-rumble
oneida lake,syracuse,new york,August,August,23,26,2012,43.0481221,-76.14742439999999,https://www.bassmaster.com/tournaments/oneida-championship
sturgeon bay,door county,wisconsin,September,September,17,20,2015,44.8341302,-87.3770488,https://www.bassmaster.com/tournaments/toyota-angler-year-championship
mille lacs lake,mille lacs,minnesota,September,September,15,18,2016,46.2529828,-93.6605345,https://www.bassmaster.com/tournaments/2016-toyota-bassmaster-angler-year-championship
toledo bend reservoir,many,louisiana,June,June,7,10,2012,31.5687848,-93.4840645,https://www.bassmaster.com/tournaments/toledo-bend-battle
tennessee river,knoxville,tennessee,March,March,15,17,2019,35.9606384,-83.9207392,https://www.bassmaster.com/tournaments/2019-bassmaster-classic-presented-dicks-sporting-goods
lake hartwell,greenville,south carolina,March,March,16,18,2018,34.85261759999999,-82.3940104,https://www.bassmaster.com/tournaments/2018-geico-bassmaster-classic-presented-dicks-sporting-goods
st. lawrence river,waddington,new york,August,August,8,11,2013,44.8644999,-75.20410190000001,https://www.bassmaster.com/tournaments/2013-elite-series-st-lawrence-river-showdown
mississippi river,la crosse,wisconsin,June,June,20,23,2013,43.8137751,-91.25190169999999,https://www.bassmaster.com/tournaments/2013-elite-series-mississippi-river-rumble
lake hartwell,greenville,south carolina,February,February,20,22,2015,34.85261759999999,-82.3940104,https://www.bassmaster.com/tournaments/2015-bassmaster-classic
bays de noc,escanaba,michigan,September,September,18,22,2014,45.74524659999999,-87.06458010000001,https://www.bassmaster.com/tournaments/bassmaster-elite-series-aoy-championship
alabama river,montgomery,alabama,May,May,9,12,2013,32.3792233,-86.3077368,https://www.bassmaster.com/tournaments/2013-elite-series-alabama-river-charge
falcon lake,zapata,texas,March,March,21,25,2013,26.9072605,-99.27142549999999,https://www.bassmaster.com/tournaments/2013-elite-series-falcon-slam
grand lake o' the cherokees,tulsa,oklahoma,February,February,22,24,2013,36.1539816,-95.99277500000001,https://www.bassmaster.com/tournaments/2013-bassmaster-classic
sabine river system,orange,texas,March,March,14,17,2013,30.0929879,-93.7365549,https://www.bassmaster.com/tournaments/2013-elite-series-sabine-river-challenge
west point lake,lagrange,georgia,May,May,2,5,2013,33.0362218,-85.0322444,https://www.bassmaster.com/tournaments/2013-elite-series-west-point-lake-battle
douglas lake,dandridge,tennessee,May,May,3,6,2012,36.0153693,-83.4148895,https://www.bassmaster.com/tournaments/douglas-lake-challenge
lake okeechobee,okeechobee,florida,March,March,22,25,2012,27.2439349,-80.82978279999999,https://www.bassmaster.com/tournaments/power-pole-slam
bull shoals lake,bull shoals,arkansas,April,April,19,22,2012,36.383956,-92.58155269999999,https://www.bassmaster.com/tournaments/bull-shoals-quest
bull shoals lake,bull shoals,arkansas,April,April,19,22,2013,36.383956,-92.58155269999999,https://www.bassmaster.com/tournaments/2013-elite-series-bull-shoals-quest
st. johns river,palatka,florida,March,March,15,18,2012,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/st-johns-river-showdown
wheeler lake,decatur,alabama,June,June,16,19,2011,34.6059253,-86.9833417,https://www.bassmaster.com/tournaments/2011-elite-series-dixie-duel
arkansas river, little rock,arkansas,June,June,9,12,2011,34.7464809,-92.28959479999999,https://www.bassmaster.com/tournaments/2011-elite-series-diamond-drive
lake murray,columbia,south carolina,May,May,12,15,2011,34.0007104,-81.0348144,https://www.bassmaster.com/tournaments/2011-elite-series-evan-williams-bourbon-carolina-clash
toledo bend reservoir,many,louisiana,April,April,14,17,2011,31.5687848,-93.4840645,https://www.bassmaster.com/tournaments/2011-elite-series-trokar-battle-bayou
pickwick lake,florence,alabama,April,April,6,9,2011,34.79981,-87.677251,https://www.bassmaster.com/tournaments/2011-elite-series-alabama-charge
west point lake,lagrange,georgia,May,May,5,8,2011,33.0362218,-85.0322444,https://www.bassmaster.com/tournaments/2011-elite-series-pride-georgia
st. johns river,palatka,florida,March,March,17,20,2011,29.6485801,-81.6375819,https://www.bassmaster.com/tournaments/2011-elite-series-power-pole-citrus-slam
harris chain of lakes,tavares,florida,March,March,10,13,2011,28.8041579,-81.725632,https://www.bassmaster.com/tournaments/2011-elite-series-sunshine-showdown
fort gibson lake,muskogee,oklahoma,June,June,17,20,2010,35.7478769,-95.3696909,https://www.bassmaster.com/tournaments/2010-elite-series-sooner-run
lake guntersville,guntersville,alabama,May,May,6,9,2010,34.3581473,-86.29470409999999,https://www.bassmaster.com/tournaments/2010-elite-series-southern-challenge
clarks hill reservoir,evans,georgia,May,May,20,23,2010,33.5337464,-82.1306747,https://www.bassmaster.com/tournaments/2010-elite-series-pride-georgia
kentucky lake,paris,tennessee,June,June,9,12,2010,36.3020023,-88.32671069999999,https://www.bassmaster.com/tournaments/2010-elite-series-tennessee-triumph
pickwick lake,florence,alabama,April,May,29,2,2010,34.79981,-87.677251,https://www.bassmaster.com/tournaments/2010-elite-series-alabama-charge
smith mountain lake,moneta,virginia,April,April,15,18,2010,37.1826516,-79.6195556,https://www.bassmaster.com/tournaments/2010-elite-series-blue-ridge-brawl
clear lake,lakeport,california,March,March,18,21,2010,39.0429506,-122.9158293,https://www.bassmaster.com/tournaments/2010-elite-series-golden-state-shootout
lake okeechobee,okeechobee,florida,December,December,5,7,2013,27.2439349,-80.82978279999999,https://www.bassmaster.com/tournaments/2013-bassmaster-classic-wild-card-presented-star-tron
alabama river,montgomery,alabama,September,September,17,18,2009,32.3792233,-86.3077368,https://www.bassmaster.com/tournaments/2009-elite-series-postseason-2
california delta,stockton,california,March,March,11,14,2010,37.9577016,-121.2907796,https://www.bassmaster.com/tournaments/2010-elite-series-duel-delta
lake tohopekaliga,kissimmee,florida,February,February,24,26,2006,28.2919557,-81.40757099999999,https://www.bassmaster.com/tournaments/2006-bassmaster-classic
lake wissota,chippewa falls,wisconsin,June,June,15,18,2005,44.9369054,-91.39293479999999,https://www.bassmaster.com/tournaments/2005-elite-50-4
three rivers,pittsburgh,pennsylvania,July,July,29,31,2005,40.44062479999999,-79.9958864,https://www.bassmaster.com/tournaments/2005-bassmaster-classic
mississippi river,fort madison,iowa,June,June,11,14,2009,40.6297634,-91.31453499999999,https://www.bassmaster.com/tournaments/2009-elite-series-river-rumble
oneida lake,syracuse,new york,August,August,13,16,2009,43.0481221,-76.14742439999999,https://www.bassmaster.com/tournaments/2009-elite-series-champions-choice
kentucky lake,paris,tennessee,June,June,3,6,2009,36.3020023,-88.32671069999999,https://www.bassmaster.com/tournaments/2009-elite-series-tennessee-triumph
lake guntersville,guntersville,alabama,May,May,7,10,2009,34.3581473,-86.29470409999999,https://www.bassmaster.com/tournaments/2009-elite-series-southern-challenge
smith mountain lake,moneta,virginia,April,April,23,26,2009,37.1826516,-79.6195556,https://www.bassmaster.com/tournaments/2009-elite-series-blue-ridge-brawl
wheeler lake,decatur,alabama,April,April,3,5,2009,34.6059253,-86.9833417,https://www.bassmaster.com/tournaments/2009-elite-series-dixie-duel
lake dardanelle,russelville,arkansas,March,March,26,29,2009,35.2784173,-93.1337856,https://www.bassmaster.com/tournaments/2009-elite-series-diamond-drive
lake jordan,wetumpka,alabama,September,September,12,13,2009,32.5437448,-86.2119127,https://www.bassmaster.com/tournaments/2009-elite-series-postseason-1
lake amistad,del rio,texas,March,March,12,15,2009,29.3708857,-100.8958674,https://www.bassmaster.com/tournaments/2009-elite-series-battle-border
red river,shreveport-bossier city,louisiana,February,February,24,26,2012,32.5159852,-93.7321228,https://www.bassmaster.com/tournaments/2012-bassmaster-classic
niagara river,buffalo,new york,July,July,19,22,2016,42.88644679999999,-78.8783689,https://www.bassmaster.com/tournaments/2016-bassmaster-classic-bracket
lake dardanelle,russellville,arkansas,May,May,18,21,2005,35.2784173,-93.1337856,https://www.bassmaster.com/tournaments/2005-elite-50-2
smith lake,jasper,alabama,April,April,20,23,2005,33.8312185,-87.2775053,https://www.bassmaster.com/tournaments/2005-elite-50-1
lewisville lake,highland village,texas,June,June,1,4,2005,33.091788,-97.0466759,https://www.bassmaster.com/tournaments/2005-elite-50-3
pokegama lake,grand rapids,minnesota,September,September,19,22,2017,47.2371658,-93.53021419999999,https://www.bassmaster.com/tournaments/2017-bassmaster-classic-bracket
oneida lake,syracuse,new york,July,July,26,29,2007,43.0481221,-76.14742439999999,https://www.bassmaster.com/tournaments/2007-major-memorial
high rock lake,greensboro,north carolina,May,May,17,20,2007,36.0726354,-79.7919754,https://www.bassmaster.com/tournaments/bassmaster-american-0
arkansas river,little rock,arkansas,August,August,24,27,2006,34.7464809,-92.28959479999999,https://www.bassmaster.com/tournaments/2006-major-legends
eagle mountain lake,ft. worth,texas,May,May,18,21,2006,32.7554883,-97.3307658,https://www.bassmaster.com/tournaments/2006-major-memorial
lake oneida,syracuse,new york,July,July,6,9,2006,43.0481221,-76.14742439999999,https://www.bassmaster.com/tournaments/2006-elite-series-empire-chase
red river,shreveport,louisiana,February,February,20,22,2009,32.5251516,-93.7501789,https://www.bassmaster.com/tournaments/2009-bassmaster-classic
lake wylie,charlotte,north carolina,July,July,27,30,2006,35.2270869,-80.8431267,https://www.bassmaster.com/tournaments/2006-major-american
ohio,paducah,kentucky,June,June,16,19,2004,37.0833893,-88.6000478,https://www.bassmaster.com/tournaments/2004-bassmaster-elite-50-4
lake dardanelle,russellville,arkansas,April,April,14,17,2004,35.2784173,-93.1337856,https://www.bassmaster.com/tournaments/2004-bassmaster-elite-50-1
alabama river,prattville,alabama,June,June,2,5,2004,32.4640245,-86.4596966,https://www.bassmaster.com/tournaments/2004-bassmaster-elite-50-3
tennessee-tombigbee waterway,columbus,mississippi,May,May,19,22,2004,33.4956744,-88.4272627,https://www.bassmaster.com/tournaments/2004-bassmaster-elite-50-2
lay lake,birmingham,alabama,February,February,23,25,2007,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/2007-bassmaster-classic
lake dardanelle,russellville,arkansas,August,August,23,26,2007,35.2784173,-93.1337856,https://www.bassmaster.com/tournaments/2007-major-legends
lake jordan,wetumpka,alabama,July,July,23,24,2011,32.5437448,-86.2119127,https://www.bassmaster.com/tournaments/2011-elite-series-ramada-all-star-semi-final
logan martin lake,birmingham,alabama,August,August,7,9,1997,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/bass-masters-classic-17
lake hartwell,greenville,south carolina,February,February,22,24,2008,34.85261759999999,-82.3940104,https://www.bassmaster.com/tournaments/2008-bassmaster-classic
muskegon lake and white lake,muskegon,michigan,September,September,27,29,2013,43.2341813,-86.24839209999999,https://www.bassmaster.com/tournaments/2013-elite-series-toyota-all-star-week-and-evan-williams-bourbon-championship
alabama river,montgomery,alabama,July,July,30,31,2010,32.3792233,-86.3077368,https://www.bassmaster.com/tournaments/2010-elite-series-postseason-2
high rock lake,greensboro,north carolina,August,August,6,8,1998,36.0726354,-79.7919754,https://www.bassmaster.com/tournaments/bass-masters-classic-18
lake erie/sandusky bay,sandusky,ohio,October,October,5,7,2006,41.4561754,-82.71168209999999,https://www.bassmaster.com/tournaments/2006-northern-tour-4
lake jordan,wetumpka,alabama,July,July,24,25,2010,32.5437448,-86.2119127,https://www.bassmaster.com/tournaments/2010-elite-series-postseason-1
high rock lake,greensboro,north carolina,August,August,3,5,1995,36.0726354,-79.7919754,https://www.bassmaster.com/tournaments/bass-masters-classic-15
high rock lake,greensboro,north carolina,July,July,28,30,1994,36.0726354,-79.7919754,https://www.bassmaster.com/tournaments/bass-masters-classic-14
louisiana delta,new orleans,louisiana,July,July,29,31,1999,29.95106579999999,-90.0715323,https://www.bassmaster.com/tournaments/bass-masters-classic-19
lake texoma,kingston,oklahoma,September,September,24,26,1975,33.99871,-96.7197216,https://www.bassmaster.com/tournaments/all-american-6
lake michigan,chicago,illinois,July,July,20,22,2000,41.8781136,-87.6297982,https://www.bassmaster.com/tournaments/bass-masters-classic-20
beaver lake,springdale,arkansas,April,April,3,5,1974,36.18674420000001,-94.1288141,https://www.bassmaster.com/tournaments/arkansas-invitational-0
lake seminole,bainbridge,georgia,March,March,18,20,1971,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/1971-seminole-lunker
st. johns river,welaka,florida,February,February,7,9,1973,29.4791378,-81.67146869999999,https://www.bassmaster.com/tournaments/1973-florida-invitational
lake eufaula,florence landing,georgia,June,June,11,13,1970,32.091065,-85.041367,https://www.bassmaster.com/tournaments/1970-henshall-memorial
patoka reservoir,jasper,indiana,September,September,10,10,2006,38.3914418,-86.9311094,https://www.bassmaster.com/tournaments/indy-4-jasper-bo
ohio river,brandenburg,kentucky,September,September,10,10,2006,37.9989592,-86.1694143,https://www.bassmaster.com/tournaments/bluegrass-4-brandenburg-bo
barren river,scottsville,kentucky,April,April,30,30,2006,36.7533781,-86.1905424,https://www.bassmaster.com/tournaments/bluegrass-2-scottsville-bo
ohio river,carrollton,kentucky,June,June,25,25,2006,38.68089579999999,-85.1793979,https://www.bassmaster.com/tournaments/bluegrass-3-carrollton-bo
lake cumberland,russell springs,kentucky,March,March,19,19,2006,37.0561788,-85.0885667,https://www.bassmaster.com/tournaments/bluegrass-1-russell-springs-bo
alum creek,columbus,ohio,April,April,9,9,2006,39.9611755,-82.99879419999999,https://www.bassmaster.com/tournaments/ohio-valley-1-columbus-bo
detroit river,trenton,michigan,August,August,27,27,2006,42.1394858,-83.1782587,https://www.bassmaster.com/tournaments/wolverine-3-trenton-bo
winyah bay,georgetown,south carolina,March,March,2,4,2017,33.376834,-79.2944964,https://www.bassmaster.com/tournaments/2017-carhartt-bassmaster-college-southern-conference-regional-presented-bass-pro-shops
old hickory lake,gallatin,tennessee,August,August,27,27,2006,36.3883809,-86.4466599,https://www.bassmaster.com/tournaments/volunteer-4-gallatin-bo
lay lake,birmingham,alabama,July,July,25,27,2002,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/bass-masters-classic-22
james river,richmond,virginia,August,August,21,27,1988,37.5407246,-77.4360481,https://www.bassmaster.com/tournaments/bassmasters-classic-3
percy priest lake,smyrna,tennessee,June,June,18,18,2006,35.9828412,-86.5186045,https://www.bassmaster.com/tournaments/volunteer-3-smyrna-bo
arkansas river,pine bluff,arkansas,August,August,16,18,1984,34.2284312,-92.00319549999999,https://www.bassmaster.com/tournaments/bass-masters-classic-6
atchafalaya river basin,lafayette,louisiana,April,April,26,28,1978,30.2240897,-92.0198427,https://www.bassmaster.com/tournaments/bass-champs-tournament-0
lake guntersville,guntersville,alabama,November,November,3,5,1976,34.3581473,-86.29470409999999,https://www.bassmaster.com/tournaments/bass-masters-classic-1
st. johns river,welaka,florida,January,January,29,31,1975,29.4791378,-81.67146869999999,https://www.bassmaster.com/tournaments/florida-invitational-1
currituck sound,nags head,north carolina,October,October,29,31,1975,35.9573922,-75.6240619,https://www.bassmaster.com/tournaments/1975-bassmaster-classic
lake wheeler,rogersville,alabama,October,November,30,1,1974,34.8256425,-87.2947417,https://www.bassmaster.com/tournaments/1974-bassmaster-classic
sam rayburn reservoir,jasper,texas,October,October,1,1,2006,30.9201995,-93.9965759,https://www.bassmaster.com/tournaments/lone-star-se-tx-4-jasper-bo
atchafalaya river basin,morgan city,louisiana,June,June,26,26,2005,29.6993748,-91.20676999999999,https://www.bassmaster.com/tournaments/bassmaster-series-louisiana-1-bo
old hickory lake,gallatin,tennessee,November,November,11,12,2005,36.3883809,-86.4466599,https://www.bassmaster.com/tournaments/bassmaster-series-regionals-5-second-chance-bo
kerr reservoir,henderson,north carolina,August,August,13,13,2006,36.3295905,-78.3991638,https://www.bassmaster.com/tournaments/tar-heel-4-henderson-bo
kerr reservoir,henderson,north carolina,May,May,7,7,2006,36.3295905,-78.3991638,https://www.bassmaster.com/tournaments/tar-heel-1-henderson-bo
mississippi river,ft. madison,iowa,July,July,9,9,2006,40.6297634,-91.31453499999999,https://www.bassmaster.com/tournaments/prairie-3-ft-madison-bo
barkley lake side,eddyville,kentucky,September,September,24,24,2006,37.09449710000001,-88.080301,https://www.bassmaster.com/tournaments/pioneer-4-eddyville-bo
table rock lake,kimberling,missouri,May,May,22,24,1974,36.6333962,-93.4168531,https://www.bassmaster.com/tournaments/chapter-championship-0
chippewa flowage,hayward,wisconsin,October,October,1,1,2006,46.0130065,-91.4846208,https://www.bassmaster.com/tournaments/badger-4-hayward-bo
mississippi river,tba,minnesota,July,July,16,16,2006,44.94020810000001,-93.1274193,https://www.bassmaster.com/tournaments/hawkeye-3-tba-bo
mississippi river,dubuque,iowa,June,June,11,11,2006,42.5005583,-90.66457179999999,https://www.bassmaster.com/tournaments/hawkeye-2-dubuque-bo
lake mitchell,birimingham,alabama,February,February,22,24,2007,33.5185892,-86.8103567,https://www.bassmaster.com/tournaments/2006-wbt-championship
three forks,wagoner,oklahoma,June,June,25,25,2006,35.9595442,-95.36941159999999,https://www.bassmaster.com/tournaments/sooner-3-wagoner-bo
ft. gibson lake,fort gibson,oklahoma,July,July,30,30,2006,35.7975986,-95.25051730000001,https://www.bassmaster.com/tournaments/sooner-4-fort-gibson-bo
grand lake,grove,oklahoma,April,April,2,2,2006,36.5936863,-94.76911860000001,https://www.bassmaster.com/tournaments/sooner-2-grove-bo
broken bow lake,broken bow,oklahoma,March,March,12,12,2006,34.0292764,-94.7391045,https://www.bassmaster.com/tournaments/sooner-1-broken-bow-bo
sam rayburn reservoir,jasper,texas,June,June,17,19,1971,30.9201995,-93.9965759,https://www.bassmaster.com/tournaments/1971-texas-national
lake seminole,bainbridge,georgia,October,October,9,9,2005,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/bassmaster-series-panhandle-5-bo
winneconne chain,oshkosh,wisconsin,July,July,30,30,2006,44.0247062,-88.5426136,https://www.bassmaster.com/tournaments/badger-2-oshkosh-bo
rend lake,benton/west city,illinois,April,April,2,2,2006,37.9939386,-88.9350692,https://www.bassmaster.com/tournaments/prairie-1-bentonwest-city-bo
mississippi river,ft. madison,iowa,April,April,23,23,2006,40.6297634,-91.31453499999999,https://www.bassmaster.com/tournaments/hawkeye-1-ft-madison-bo
alabama river,montgomery,alabama,July,July,29,31,2011,32.3792233,-86.3077368,https://www.bassmaster.com/tournaments/2011-elite-series-evan-williams-bourbon-all-star-championship
lake shelbyville,shelbyville,illinois,April,April,30,30,2006,39.4064284,-88.7900689,https://www.bassmaster.com/tournaments/prairie-2-shelbyville-bo
red river,shreveport,louisiana,July,July,24,24,2005,32.5251516,-93.7501789,https://www.bassmaster.com/tournaments/bassmaster-series-louisiana-5-0
mississippi river,savanna,illinois,August,August,20,20,2006,42.0944671,-90.1567944,https://www.bassmaster.com/tournaments/prairie-4-savanna-bo
kissimmee chain of lakes,kissimmee,florida,March,March,9,11,1972,28.2919557,-81.40757099999999,https://www.bassmaster.com/tournaments/1972-florida-national
lake keowee,seneca,south carolina,February,February,21,23,2008,34.6856555,-82.9532036,https://www.bassmaster.com/tournaments/2007-wbt-championship
lake seminole,bainbridge,georgia,May,May,2,4,1973,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/1973-seminole-lunker
watts bar reservoir,spring city,tennessee,September,September,26,28,1973,35.692015,-84.8607801,https://www.bassmaster.com/tournaments/all-american-4
watts bar reservoir,spring city,tennessee,June,June,22,24,1972,35.692015,-84.8607801,https://www.bassmaster.com/tournaments/1972-tennessee-national
madison chain,madison,wisconsin,August,August,13,13,2006,43.0730517,-89.4012302,https://www.bassmaster.com/tournaments/badger-3-madison-bo
ross barnett reservoir,jackson,mississippi,August,August,24,26,1972,32.2987573,-90.1848103,https://www.bassmaster.com/tournaments/1972-rebel-invitational
mississippi river (3-4),pepin,wisconsin,June,June,25,25,2006,44.4410785,-92.14795,https://www.bassmaster.com/tournaments/badger-1-pepin-bo
saginaw bay,bay city,michigan,September,September,24,24,2006,43.5944677,-83.8888647,https://www.bassmaster.com/tournaments/wolverine-4-bay-city-bo
table rock lake,kimberling city,missouri,November,November,12,14,1970,36.6333962,-93.4168531,https://www.bassmaster.com/tournaments/all-american-2
lake seminole,bainbridge,georgia,February,February,20,22,1969,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/1969-seminole-lunker
lake keowee,seneca,south carolina,May,June,30,1,1973,34.6856555,-82.9532036,https://www.bassmaster.com/tournaments/1973-south-carolina-national
grand river,grand river,michigan,June,June,18,18,2006,42.9229733,-85.3499461,https://www.bassmaster.com/tournaments/wolverine-1-grand-river-bo
percy priest reservoir,nashville,tennessee,October,October,25,27,1972,36.1626638,-86.7816016,https://www.bassmaster.com/tournaments/1972-bassmaster-classic
toledo bend reservoir,many,louisiana,January,January,29,31,1970,31.5687848,-93.4840645,https://www.bassmaster.com/tournaments/1970-toledo-bend-invitational
lake keowee,seneca,south carolina,April,April,13,15,1972,34.6856555,-82.9532036,https://www.bassmaster.com/tournaments/1972-south-carolina-national
smith lake,jasper,alabama,November,November,14,16,1968,33.8312185,-87.2775053,https://www.bassmaster.com/tournaments/dixie-invitational-0
smith lake,cullman,alabama,October,October,20,22,1967,34.1748208,-86.8436124,https://www.bassmaster.com/tournaments/1967-dixie-invitational
lake seminole,bainbridge,georgia,March,March,19,21,1970,30.9037995,-84.57546990000002,https://www.bassmaster.com/tournaments/1970-seminole-lunker
table rock lake,springfield,missouri,September,September,16,17,2005,37.2089572,-93.29229889999999,https://www.bassmaster.com/tournaments/2005-busch-shootout
lake ouachita,hot springs,arkansas,September,September,25,27,1969,34.5037004,-93.0551795,https://www.bassmaster.com/tournaments/all-american-1
lake mead,las vegas,nevada,October,October,20,22,1971,36.1699412,-115.1398296,https://www.bassmaster.com/tournaments/1971-bassmaster-classic
